product_name,category
小蓝人小花棉花棒棒糖18g,硬糖
五粮液一尊天下10年佳酿52度500ml,白酒
牛氏庄园花生牛轧糖250g,软糖
参半儿童奥拉氟防蛀牙膏蜜桃味20g,牙膏
九五之尊30窖藏白酒52度500ml,白酒
百味果气球形硬糖88g,硬糖
五粮液万事如意佳品白酒38度500ml,白酒
欧柏丽中药双效抗敏牙膏220g,牙膏
屈臣氏碧泉茶饮料柠檬味330ml*24,即饮茶
创亿金桔柠檬茶500ml,即饮茶
三曹青花缘白酒42度500ml,白酒
东吴特加饭酒400ml,白酒
乐佰草云南佰草祛渍炫白牙膏180g,牙膏
宝时捷奶棒棒糖105g,硬糖
三沟窖酒50度2L,白酒
飞想柠檬茶饮料原味250ml,即饮茶
贵芝味波波糖150g,软糖
香悦伴侣牛乳茶奶茶饮料400ml,即饮奶茶
糖小奇维C果汁软糖68g,软糖
百仕露椰粒芒果饮料620ml,非冷藏即饮果汁
尚果力芒果发酵果汁420ml,非冷藏即饮果汁
和丝露特拉洛克青梅骏眉果味茶饮料1L*2,即饮茶
姜正杰芝麻酥糖400g,软糖
易爽达云南防酸抗敏牙膏100g,牙膏
珠穆朗玛硬糖暴酸果味38g,硬糖
沁之源苹果汁460g,非冷藏即饮果汁
曼妥思苏打嗨味条糖37g,软糖
媛福达冰红茶柠檬口味茶饮料500ml,即饮茶
中华花清护清菊金银花味牙膏180g,牙膏
大眼蛙换牙宝天然木糖醇宝宝牙膏苹果味70g,牙膏
雁美人益生菌果汁饮料百香果味488ml,非冷藏即饮果汁
大眼蛙换牙宝牙膏70g,牙膏
萌孩子茶半糖爆浆果汁软糖200g,软糖
公仔迷你碗面红烧鱼翅味39g/碗,方便面
亚俊冻茶西柚茉莉味430ml,即饮茶
侨城优品巧克力石头糖45g,硬糖
菲尼龙卷风软糖奶油味9g,软糖
舒晨云南三七花清新口气超白牙膏200g,牙膏
米奇气可气可油柑茉莉茶500ml,即饮茶
久和北京二锅头白酒46度4L,白酒
东鹏果之茶即饮茶蜜桃乌龙味555ml,即饮茶
钜乐动漫惊喜魔法球硬质糖果20g,硬糖
锦里时光椰果珍珠奶茶420ml,即饮奶茶
醉开心煮茶故事奶茶410ml,即饮奶茶
益达木糖醇洁净薄荷无糖口香糖28g,口香糖
百富金喜汉堡彩泥车跳跳糖1g,硬糖
芜琼花清新牙膏30g,牙膏
帝南特饮料综合水果味250ml,非冷藏即饮果汁
海亿8°C无糖薄荷糖茉莉青提味35g,硬糖
醇乡奶茶750g,即饮奶茶
丛台贞元增酒41.8度480ml,白酒
果汁快车NFC100%山楂汁520ml,冷藏即饮果汁
三溪老坛福字号红坛酒52度1.5L,白酒
佳仪炫萌大套餐跳跳糖26g,硬糖
清泉出山煑牛奶煮茉莉花茶350ml,即饮奶茶
中粮原粮白酒42度500ml,白酒
中茅红高梁酒白酒2.5L,白酒
益城菠萝爽饮料1L,非冷藏即饮果汁
玉龙宝宝火焰陀螺跳跳糖1g,硬糖
宏金富芒果汁饮料易拉罐装490ml,非冷藏即饮果汁
世纪冠宇紫皮糖240g,硬糖
弹朋友笑脸软糖35g,软糖
白象超大袋香辣牛肉面145g/袋,方便面
桂人堂金花茶牙膏105g,牙膏
三贤醉红高粱白酒50度500ml*12,白酒
斯普雷特防蛀牙膏牛奶巧克力味50ml,牙膏
淳茶舍普洱茶480ml,即饮茶
糖果树汉堡兄弟橡皮糖100g,软糖
依雨老盐柠檬水500ml,非冷藏即饮果汁
彩浪恐龙造型软糖130g,软糖
阿凡提红油面皮110g,方便面
百闻良品榴莲糖110g,硬糖
帕萨娜云顶复合果汁饮料1L,非冷藏即饮果汁
鑫翌超星百变车压片糖4g,硬糖
尊贵壹升泰式芒果汁1L,非冷藏即饮果汁
欧乐益生菌清火护龈牙膏180g,牙膏
迎驾山泉纤果巴士果汁金银花柚子味1.1L,非冷藏即饮果汁
Bestin Me轻乳茶清香茉莉焙乳茶350ml,即饮奶茶
习德特曲V9白酒52度500ml*6,白酒
甜蜜元素冰淇淋棉花糖35g,软糖
山尔蓝莓汁1.5L,非冷藏即饮果汁
绿情蓝莓果粒爽果汁茶320ml*8,即饮茶
申联金达来肉蓉面110g*10/袋,方便面
帅悦苹果醋1.5L*6,非冷藏即饮果汁
常辉芒果汁2L,非冷藏即饮果汁
三麦荞酒500ml,白酒
康师傅面霸葱香牛肉面122g*5/袋,方便面
统一奶茶麦香巧克力味250ml,即饮奶茶
柠喀草莓奶茶300ml,即饮奶茶
薯&日志兰州牛肉拉面115g/桶,方便面
欧莉莎抖抖糖泡75g,口香糖
秋林泡泡果汁茶饮料蜜桃乌龙茶330ml,即饮茶
添博乐燕麦奶茶420ml,即饮奶茶
佰分悠芒果汁1.5L,非冷藏即饮果汁
统一泰魔性泰式柠檬茶125ml,即饮茶
云南白药金口健牙膏冰柠薄荷145g,牙膏
三利北京香泉二锅头白酒56度2L,白酒
糖小六石头型奶糖90g,软糖
新云南中药清热祛火牙膏180g,牙膏
冰力克果粉薄荷糖水蜜桃味15g,硬糖
三养泡菜汤面104g/袋,方便面
伊情大将糖葫芦饮料100ml,非冷藏即饮果汁
三台老窖精酿白酒53度500ml,白酒
迪士奇越野救援车玩具跳跳糖1g,硬糖
华雄冰糖荔枝饮料240g,非冷藏即饮果汁
菓语果汁茶饮料桂花乌龙味450ml,即饮茶
统一小茗同学桃桃芭乐乌龙茶低糖480ml*15,即饮茶
糖米小猪酸梅酱夹心棉花糖60g,软糖
小样刺梨复合果汁饮品248ml,非冷藏即饮果汁
所望99.7%芦荟胶功效牙膏消炎止血120g,牙膏
三威牛大力酒32度125ml,白酒
ABC方便面香葱鸡汤味70g/杯,方便面
不老井老酒42度1.5L,白酒
迪美汁红色混合果汁1L,非冷藏即饮果汁
SHENLISHI香醇春砂仁酒35度480ml,白酒
益禾堂果粒果汁草莓味490ml,非冷藏即饮果汁
NANO-UP焕新清凉牙膏100g,牙膏
客加满一筐果子芒果汁300ml,非冷藏即饮果汁
一天一面荞麦红油面皮105g*4/袋,方便面
乌海湖白酒黑坛45度475ml,白酒
六季山庄老酸奶风味糖果草莓味150g,硬糖
家之纯草莓汁410ml,非冷藏即饮果汁
KFC巧克力冰淇淋儿童牙膏80g,牙膏
三角洲军马场缸头白酒52度2.5L,白酒
握握手柚子乌龙气泡茶500ml,即饮茶
柠檬共和国黑加仑鲜柠汁360ml,冷藏即饮果汁
创奕老式薄荷糖100g,硬糖
锋味派番茄浓汤牛腩空心面470.5g,方便面
依能蜜水果饮料青梅味1L*12,非冷藏即饮果汁
邦多福冷敷凝胶抗敏护理牙膏型110g,牙膏
统一冰红茶1L*3,即饮茶
丰谷经典8年白酒38度500ml,白酒
乐曼妮起泡酒茉莉味750ml,白酒
冀佳源彩虹糖20g,软糖
佳澜哈喽抖猫果味糖80g,硬糖
东北乡大高粱白酒40度2L,白酒
芊茗草木糖醇蜂胶防蛀儿童牙膏120g,牙膏
舒服达消炎缓痛牙膏100g,牙膏
贵族熊瑞士糖软糖混合口味40g,软糖
三民红高粱酒42度2.5L/桶,白酒
禧茶果味茶柠檬红茶250ml*16,即饮茶
璀璨派水晶天使棒棒糖20g,硬糖
统一太魔性茉莉花茶250ml*6,即饮茶
巧益牌绿茶棒棒糖14g*10,硬糖
魔法士干脆面咕咾肉味45g/袋,方便面
古春堂杨枝甘露芒果柚子果肉饮品300ml,冷藏即饮果汁
护适达浪漫情侣牙膏180g,牙膏
九五至尊龙之情酒42度500ml,白酒
东北老家二锅头白酒52度4.5L,白酒
酵真康普茶接骨木花白桃乌龙茶饮料瓶装450ml,即饮茶
上华野荞麦酒2.4L*6,白酒
维他港式奶茶饮料480ml,即饮奶茶
习道清韵白酒53度500ml,白酒
义聚永10年陈酿高粱酒53度500ml,白酒
湘巧百变校巴飞碟枪压片糖10g,硬糖
猫头鹰先生驾驶木糖醇口香糖42g,口香糖
猴子也疯狂果林巧遇香葱猪油糖200g,硬糖
旭日森林仙草乌龙茶饮料510ml,即饮茶
九五之尊白酒浓香型450ml*2,白酒
一壶老酒珍藏白酒42度500ml,白酒
尚果佳树莓果汁饮料240ml,非冷藏即饮果汁
蜜可恋红豆奶茶450ml,即饮奶茶
菲尼龙卷风软糖可乐味9g,软糖
中拦山北京二锅头清香型白酒52度248ml,白酒
山姆木瓜炖百合复合果蔬汁饮料265ml,非冷藏即饮果汁
顽食刻西瓜型泡泡糖21g,口香糖
伊思源苹果醋420ml,非冷藏即饮果汁
雀巢茶饮料蜂蜜雪梨味480ml,即饮茶
Boozi蜡笔小新干脆面烧烤牛排味250g/袋,方便面
万宝二锅头酒4.5L,白酒
食尖津品冷榨双柚汁120g,冷藏即饮果汁
糖小棉棉花糖柠檬味150g,软糖
三溪郎酒老坛酒白酒52度500ml,白酒
闪迈酷爽亮白益生菌牙膏100g,牙膏
沃美百香复合果汁饮料450ml,非冷藏即饮果汁
555大曲酒45度500ml,白酒
ABC方便面香辣椰汁鸡汤味70g/杯,方便面
怡口健美白牙膏高级版40g,牙膏
九五至尊龙瓷白酒52度500ml,白酒
三峡牌老窖9年白酒52度500ml,白酒
吕梁红茶饮料沙棘百香果味450ml,即饮茶
同吉堂金银花清吙亮白牙膏100g,牙膏
理本水果果汁硬糖果85.4g,硬糖
糖果叔叔幻彩动物软糖35g,软糖
统一阿萨姆奶茶原味250ml,即饮奶茶
三河口白酒2.5L,白酒
漂亮兔爆片泡泡糖450g,口香糖
常想知猕猴桃汁235ml,非冷藏即饮果汁
光明100%橙汁300ml,冷藏即饮果汁
肯的乐双人篮球凝胶糖果9g,软糖
养养牌鸡味汤面方便面杯装70g,方便面
猴子也疯狂瑞士糖金盖188g,软糖
万事孔子竹简酒40.8度500ml,白酒
上珍果瑞士糖果味软糖混合口味170g,软糖
搜茶记西柚茉莉花茶500ml,即饮茶
玩明糖超人变形剑果味糖果5g,硬糖
可洁可净炫白小苏打牙膏120g,牙膏
聚合优善维C软糖什锦味68g,软糖
小米学长蒸泡冰菊绿茶500ml,即饮茶
东旺东北三宝酒125ml,白酒
舒晨华佗中药清新祛口气牙膏100g,牙膏
noblemate乳铁蛋白儿童牙膏70g,牙膏
赋鑫梦花篮棒棒糖10g,硬糖
冷卡荞麦日式豚骨面84.5g/桶,方便面
万果郎苹果醋500ml,非冷藏即饮果汁
U100梅心棒糖原味84g,硬糖
丽臣药物强效抑制牙菌斑牙膏120g,牙膏
久力健竹青酒42度100ml,白酒
木子的茶熟奶茶燕麦茉莉味480g,即饮奶茶
农心爽口汤面大碗面112g/碗,方便面
茗时冰红茶芒果百香果味1L,即饮茶
舒适达专业修复美白牙膏100g,牙膏
分子造物压片糖青柠可乐味16g,硬糖
星达人清新口气鲜果薄荷小苏打牙膏180g,牙膏
益卜复合果汁饮料黄桃味450ml,非冷藏即饮果汁
小佩桐爽爆跳跳糖30g,硬糖
小熊与树奶茶300ml,即饮奶茶
凯迪动漫爆浆软糖13g,软糖
玩明糖踏板机车果汁软糖6g,软糖
芳草亮白牙膏海蓝之恋香型200g,牙膏
佳客源榴莲糖130g,硬糖
益和康草莓复合饮料350ml,非冷藏即饮果汁
中良赖茅北京二锅头白酒2L,白酒
上首果汁饮品苹果味1L,非冷藏即饮果汁
椰泰冰杨梅果蔬汁1L,冷藏即饮果汁
亚玛丽益生菌3效3色牙膏100g*3,牙膏
丰特品鉴级老窖K9白酒52度500ml,白酒
康师傅面霸麻辣牛肉面124g/袋,方便面
益达木糖醇极酷薄荷无糖口香糖28g,口香糖
馥珮草本精华牙膏100ml,牙膏
小森林椰果果汁水蜜桃味180ml,非冷藏即饮果汁
左岛果汁茶蔓越莓苹果味400ml,即饮茶
行动者猕猴桃果汁2L,非冷藏即饮果汁
一品高粱山西高粱酒42度248ml,白酒
叶之茂果汁软糖80g,软糖
精灵猫综合奶味糖果88g,软糖
彩虹糖虹运加特林280g,软糖
益达木糖醇无糖口香糖清爽西瓜味25.2g,口香糖
新希望山河栀子轻乳茶255ml,即饮奶茶
慧伶云南西瓜霜亮白牙膏100g,牙膏
一担粮二锅头白酒42度480ml*12,白酒
三驾马车衡水高粱白酒52度500ml,白酒
两面针清热护龈牙膏清凉茶香105g,牙膏
高露洁劲白竹炭薄荷牙膏180g,牙膏
喜多儿童牙膏葡萄味50g,牙膏
不二家玫瑰花大棒棒糖9g,硬糖
冠生园大白兔脆牛轧糖袋装60g,软糖
裕昌超Q拌面馆葱油拌面90g/盒,方便面
益衡荔枝爽488ml,非冷藏即饮果汁
两心同革命老酒52度4L,白酒
康师傅面霸拉面葱香牛肉面112g/袋,方便面
尊贝尔芒果汁450ml,非冷藏即饮果汁
豫味福韩式炸酱面90g*5/袋,方便面
巴麗岛100%椰子水1L,非冷藏即饮果汁
弗鲁特智趣积木软糖80g,软糖
三匹马海马蛇酒520ml,白酒
Ocean Bomb黑糖珍珠奶茶饮料315ml,即饮奶茶
绿箭口香糖薄荷味随携盒53g,口香糖
雀巢柠檬茶250ml,即饮茶
益乐优燕麦奶茶600ml,即饮奶茶
五粮液万事如意中国福白酒浓香型52度500ml,白酒
时白八大口腔金嗓子健齿光感炫爽牙膏100g,牙膏
舒服达清火祛口气专效牙膏100g,牙膏
今麦郎弹面招牌猪骨汤面143g*24/袋,方便面
怀尔德瑞士抛光去渍牙膏50ml,牙膏
中港新华门牛二陈酿白酒42度100ml,白酒
马尔维斯肉桂牙膏85ml,牙膏
酵真无糖康普茶蜂蜜石榴味450ml,即饮茶
三驾马车董子窖老白干白酒480ml,白酒
可口可乐COSTA咖世家轻乳茶荔枝红茶味400ml*15,即饮奶茶
优之美果汁茶金桔柠檬400ml,即饮茶
肯的乐果奶糖22g,软糖
举世峰口杯北京二锅头白酒42度110ml,白酒
一线福椒麻拌面101g/袋,方便面
活力总动员蓝莓味333ml,非冷藏即饮果汁
范冰冰幻味香氛小苏打锁白+清焱消止牙膏180g,牙膏
岭森野生蓝莓汁300ml,非冷藏即饮果汁
利口乐紫锥菊蜂蜜柠檬润喉糖100g,硬糖
开菲尔妙茶柠檬茶500ml,即饮茶
果汁先生橙汁360ml,冷藏即饮果汁
喵喵果恋冰柠檬饮料630ml,冷藏即饮果汁
怡口健益生菌祛渍超白牙膏190g,牙膏
闪亮绿箭侠酷白养龈牙膏160g,牙膏
江众无糖乌龙茶450ml,即饮茶
花王珂利灵儿童牙膏草莓香型70g,牙膏
顶呱呱椰小绿豆汁饮料408ml,非冷藏即饮果汁
劲浪口香糖炫凉薄荷味56g,口香糖
雅客益牙木糖醇口香糖薄荷味28g,口香糖
知合堂果汁维C软糖草莓味68g,软糖
糖心米心懒懒嚼软糖咖啡味20g,软糖
全球优果冷榨芒果汁450ml,冷藏即饮果汁
百果坊饮料蓝莓味1L,非冷藏即饮果汁
巧乐星纹身跳跳糖水果混合口味10g,硬糖
港湾良品手工棒棒糖西瓜味126g,硬糖
山姆猕猴桃苹果混合果汁1.5L,冷藏即饮果汁
欧香园奶茶原味420g,即饮奶茶
欧纯儿童防蛀护齿牙膏45g,牙膏
典趣千纸鹤水果糖40g,硬糖
东方量健低糖围炉煮茶蜜桃乌龙果汁茶550ml,即饮茶
五粮液东方娇子浓香型白酒52度500ml,白酒
猴子也疯狂糖榴莲味80g,硬糖
一宛香正宗小烧42度5L,白酒
曹喆芝麻酥糖400g,软糖
YOU C1000柠檬汁饮料500ml,非冷藏即饮果汁
艾有样黑糖奶茶风味饮料450ml,即饮奶茶
弗鲁特爆红眼镜软糖15g,软糖
解州羊肉面150g,方便面
举世峰北京二锅头白酒46度500ml,白酒
芳草止血环酸牙膏100g,牙膏
百富每日果乐青柠果汁430g,非冷藏即饮果汁
上首双柚汁818ml,非冷藏即饮果汁
连村果园芒果汁饮料1.5L,非冷藏即饮果汁
柚乐美台式果汁金桔柠檬茶400ml,即饮茶
萌孩子流心空气棉花糖80g,软糖
六季山庄榴莲糖45g,硬糖
弗利民博士妈妈研白牙膏110g,牙膏
食族人迷你金汤肥牛面48g/桶,方便面
立顿奶茶巧克力味300ml,即饮奶茶
兰芳园丝袜奶茶奶茶饮料230ml,即饮奶茶
三两白酒酱香型53度150ml,白酒
尊贵壹升芒果汁968ml,非冷藏即饮果汁
港天大食糖五彩风车果町糖12g,硬糖
叶原坊经典花生牛轧糖200g,软糖
RO蜂胶薄荷牙膏100g,牙膏
中国梦绵柔至尊白酒浓香型450ml*6,白酒
果汁快车NFC100%苹果汁520ml,冷藏即饮果汁
世宝吉林榆树原浆白酒42度250ml,白酒
护士长品绿箭护龈超白牙膏100g,牙膏
精灵猫牛头奶棒糖65g,软糖
KELLYONECHACHA果汁茶饮料接骨木蜜桃味350ml,即饮茶
伊逊山泉汣伴侣青柠香型茶饮料240ml,即饮茶
金成仁和小苏打草牙膏100g,牙膏
临川贡酒精品白酒45度700ml,白酒
艾尔牧柑橘柠檬果味茶饮料450ml,即饮茶
舒适达美白牙膏100g,牙膏
魔吉维C果C软糖苹果味68g,软糖
严迪冰爽洁白牙膏180g,牙膏
沃尔旺混合风味饮料4.5L*2,非冷藏即饮果汁
心星爆浆西瓜泡泡糖600g,口香糖
今贝果粒C三峡红橙1.5L*6,非冷藏即饮果汁
绝对元气冰茶柠檬冰茶450ml*15,即饮茶
中英烹饪料酒500ml,白酒
正大百香果果茶500ml,即饮茶
山楂树下热带水果百香芒果汁350ml,非冷藏即饮果汁
胖东来龙井气泡茶230ml,即饮茶
芜琼花清新牙膏绿竹味110g,牙膏
东边东北红高粱白酒40度450ml,白酒
伊丽澳酷跑饮料蜜桃味500ml,非冷藏即饮果汁
桐珍无糖白茶原味500ml,即饮茶
动浪西瓜爆泡泡糖20g,口香糖
黑松铁观音乌龙茶无糖1.25L,即饮茶
Theramed护齿达多效立式牙膏100ml,牙膏
九州春茅台镇福星高照白酒礼盒52度500ml*2,白酒
乐达雪糕造型棒棒糖15g,硬糖
俍拾奈良日式拌面咸蛋黄味94g,方便面
乐宝卡通音乐手机压片糖3g,硬糖
果泰鲜青梅乌龙茶1L,即饮茶
小麦熊3D小熊型口哨压片糖180g,硬糖
巧狐狸甘蔗马蹄饮560ml,非冷藏即饮果汁
巴洛仕西柚纤维饮料500ml*24,非冷藏即饮果汁
上首益生菌复合猕猴桃汁1L,非冷藏即饮果汁
海鹭牛乳奶茶1.5L,即饮奶茶
参半口腔鲨鱼臻白牙膏160g,牙膏
基度山蜂胶清爽牙膏120g,牙膏
隐雪维+纤膳食粒粒饮料蜜柚味591ml,非冷藏即饮果汁
欢乐总动员儿童换牙宝草啫喱牙膏莓果味70g,牙膏
三角洲原酿特曲白酒54度5L,白酒
崂金泉冰橙果味饮料330ml,非冷藏即饮果汁
东边特曲白酒50度4L,白酒
百亿君团E兀益生菌胡萝卜汁340ml*15,非冷藏即饮果汁
小白兰苹果汁1L,非冷藏即饮果汁
百世果园芒果汁饮料1.5L,非冷藏即饮果汁
航羽辅酶Q10芳萃牙膏150g,牙膏
今谷苹果醋1.5L,非冷藏即饮果汁
锅蜀叔老母鸡汤面80g/桶,方便面
唯臻农场松露巧克力混合糖果500g,软糖
丹阳三年陈方瓶500ml,白酒
果子熟了无糖玫瑰乌龙茶饮品500ml,即饮茶
统一奶茶麦香味310ml,即饮奶茶
方药云南方药白牙素脱渍亮白青柠薄荷牙膏180g,牙膏
Kanro甘乐柚子润喉糖75g,硬糖
青年神沏东方茉莉茶饮料350ml*6,即饮茶
丰淳原浆酒50度500ml,白酒
自由者冰红茶饮料486ml,即饮茶
山水浔百香果风味无糖绿茶饮品500ml,即饮茶
新超洁士小苏打祛渍盐白牙膏120g,牙膏
莱美纳云南中药牙膏怕口臭180g,牙膏
双莲优乳益齿儿童牙膏50g,牙膏
快乐抖逗冰红茶饮料250ml,即饮茶
5弹立方无糖口香糖激酷薄荷味铁盒53g,口香糖
佰思诚小向甜蜜食光棒棒糖18g,硬糖
小臭臭益生菌复合果汁饮品猕猴桃味480ml,非冷藏即饮果汁
芳草儿童护齿牙膏香橙50g,牙膏
洱宝青梅爽1.25L,非冷藏即饮果汁
大大果气纷泡泡糖28.8g,口香糖
辉旺双熊棒棒糖25g,硬糖
果氏果冻泡泡糖西瓜味540g,口香糖
今麦郎1袋半葱香排骨面145g*24/袋,方便面
曹喆芝麻酥糖500g,软糖
帅客生榨蓝莓果汁饮料1.5L,非冷藏即饮果汁
三曹贡酒5年白酒42度500ml,白酒
齐鲁福满家果蔬面皮红油味500g/袋,方便面
源本波子双柚绿研果汁茶410ml,即饮茶
优利卡冷榨水蜜桃汁饮料550ml,冷藏即饮果汁
糖果叔叔酸砂彩虫软糖120g,软糖
丽齿达固齿炫白三七药物牙膏160g,牙膏
今贝苹果醋风味饮料728ml,非冷藏即饮果汁
初口梨煮棒棒糖8g,硬糖
百乐皇禧无糖栀香茉莉花茶500ml,即饮茶
百瑞冰藏蓝莓果粒饮料420ml,非冷藏即饮果汁
百达劲跳酸酸糖热带水果味38g,硬糖
白象一面一世界中华大骨汤风味面121g*24/袋,方便面
巴麗岛100%椰子水200ml,非冷藏即饮果汁
豫竹脆司令方便面墨鱼仔味62g*40/袋,方便面
五粮液万事如意白酒礼盒500ml*2,白酒
益禾堂小青柠汁饮料310ml,非冷藏即饮果汁
芭比兔儿童牙膏60g,牙膏
艾有样爆摇奶茶杨梅味450ml,即饮奶茶
甄诚记香港椰子软糖300g,软糖
盛世傲鲜果菠萝汁315ml,非冷藏即饮果汁
闪电狗儿童成长牙膏60g,牙膏
小鹿蓝蓝鸡内金山楂饮125ml*12,非冷藏即饮果汁
义郎四川高粱酒白酒42度500ml,白酒
一鼎楼厦门高粱王白酒58度500ml,白酒
大大变果乐泡泡糖6g,口香糖
世一园老白干白酒55度500ml,白酒
糖趣米趣笑脸萌龟棉花糖30g,软糖
世界杯迪士尼奶糖原味袋装68g,软糖
盘古嘉宾蓝莓汁300ml,非冷藏即饮果汁
今麦郎缔茶红茶蜜桃味500ml*15,即饮茶
途乐芒果汁饮料520ml,非冷藏即饮果汁
宝力牛益生菌发酵猕猴桃果汁480ml,非冷藏即饮果汁
怡口健益生菌儿童牙膏营养护龈60g,牙膏
加减乘除榴莲糖菲林盒90g,硬糖
豫百福咸蛋黄拌面108g*5/袋,方便面
东北第一窖高粱原浆白酒50度5L,白酒
农夫山泉茶π低糖蜜桃乌龙茶500ml,即饮茶
三角洲军马场老班长白酒45度500ml,白酒
三角洲窖藏白酒50度5L,白酒
御善杞道酸汤面叶110g*12/桶,方便面
东北小米白酒42度500ml,白酒
伊思源生榨芒果汁1.5L,非冷藏即饮果汁
甜心小铺韩式花束棒棒糖16g,硬糖
哈医牛黄清火护龈牙膏120g,牙膏
一小烩想念三鲜烩面130g/袋,方便面
铠迪动漫贪吃青蛙压片糖果10g,硬糖
理本早乙女柠檬夹心糖66g,硬糖
侨园猪油糖400g,硬糖
欧克赛林牙康清爽亮白牙膏120g,牙膏
上首小青柠汁饮料1L,非冷藏即饮果汁
乐好多益生菌果汁猕猴桃味480ml,非冷藏即饮果汁
岫玉山生榨蓝莓汁饮料300ml*10,非冷藏即饮果汁
王老吉吉乐冰茶饮料冰红茶调味250ml,即饮茶
通飞果粒爽橙粒饮料2.5L,非冷藏即饮果汁
通飞酸梅汤1L,非冷藏即饮果汁
巍巍虎录音大喇叭跳跳糖1g*8,硬糖
丹阳北固山老陈酒八年500ml,白酒
甜诺举世无酸果汁软糖25g,软糖
益乐欢蜂蜜甜橙果汁1.25L,非冷藏即饮果汁
if莫吉托气泡酒柠檬味300ml,白酒
小洋人炖梨果汁礼盒340ml*10,非冷藏即饮果汁
润娃6味棒糖228g,硬糖
小果帽柠檬果饮350ml,非冷藏即饮果汁
冠味绝荞麦面皮红油味100g/袋,方便面
贵小七奶茶原味420ml,即饮奶茶
麒麟午后奶茶饮料香浓芝士味500ml,即饮奶茶
晶珠本草沙棘深洁护龈牙膏160g,牙膏
益伽乐猕猴桃汁1.5L,非冷藏即饮果汁
九方龙北京二锅头白酒46度4L,白酒
煜景缘港式奶茶300ml,即饮奶茶
叶原坊手提瑞士糖210g,软糖
三江和四川高梁酒4L,白酒
一杯敬芝芝麻香原浆白酒53度500ml,白酒
护士长蜂胶健牙膏100g,牙膏
豆丁日记无糖乌龙茶600ml,即饮茶
世外桃源三明治橡皮糖82g,软糖
王老吉吉草本柠檬茶500ml*15,即饮茶
上珍果脆皮奶糖50g,软糖
佤连邦百香果汁1.5L,非冷藏即饮果汁
佰辰玩具果味糖9g,硬糖
金齿健云南小苏打牙膏180g,牙膏
统一茄皇意式番茄肉酱风味拌面126g/袋,方便面
冬己魔法红包枪压片糖3g,硬糖
白象新经典超大金汤肥牛面151g*5/袋,方便面
华统食尚达人红烧牛肉面104g/桶,方便面
琪莱雅果味卷糖24g,软糖
金嗓子益生菌牙膏桃花香味138g,牙膏
小白兰野生蓝莓果汁饮料300ml,非冷藏即饮果汁
习水凯源贵州习水大曲白酒52度500ml,白酒
天喔茶庄蜂蜜柚子茶饮料1L,即饮茶
珍和心保卫蔬菜造型软糖26g,软糖
屈臣氏碧泉茶饮料柠檬味250ml,即饮茶
沁领芒果果肉饮料500ml,非冷藏即饮果汁
阿华田机智豆浓香可可巧克力味150g,硬糖
世外桃源瑞士糖混合水果味150g,软糖
德恩奈清净凉牙膏156g,牙膏
汇多滋100%NFC西柚汁300ml,冷藏即饮果汁
必耶木韩式火鸡面133g/袋,方便面
寻疆记大红枣果汁饮料460ml,非冷藏即饮果汁
亲护儿童防蛀护齿牙膏50g,牙膏
宜景萱百香果果汁饮料500ml,非冷藏即饮果汁
东平郡三星白酒38度500ml,白酒
